Array,Platform,Node,Instrument,RefDes,Asset ID,Serial Number,deployment,gitHub changeDate,file,URL,changeType,dateRangeStart,dateRangeEnd,annotation
Global Irminger Sea,Apex Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,GI01SUMO-RID16-02-FLORTD000,CGINS-FLORTD-01317,BBFL2W-1317,11,-9999999,CGINS-FLORTD-01317__20170329.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01317__20170329.csv,Calibration coefficients were modified,2024-06-10 00:01,2025-06-11 18:28,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GI01SUMO-RID16-02-FLORTD000) were incorrect for all of deployment 11 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 11 for the time range 2024-06-10 00:01 to 2025-06-11 18:28 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01317__20170329.csv.
Global Argentine Basin,Apex Surface Mooring,Surface Buoy,3-Wavelength Fluorometer: FLORT Series D,GA01SUMO-SBD12-02-FLORTD000,CGINS-FLORTD-01318,BBFL2W-1318,2,-9999999,CGINS-FLORTD-01318__20150710.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01318__20150710.csv,Calibration coefficients were modified,2015-11-14 21:06,2016-11-08 10:10,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GA01SUMO-SBD12-02-FLORTD000) were incorrect for all of deployment 2 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 2 for the time range 2015-11-14 21:06 to 2016-11-08 10:10 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01318__20150710.csv.
Global Irminger Sea,Flanking Subsurface Mooring B,Mooring Riser,3-Wavelength Fluorometer: FLORT Series D,GI03FLMB-RIS01-05-FLORTD000,CGINS-FLORTD-01318,BBFL2W-1318,4,-9999999,CGINS-FLORTD-01318__20170329.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01318__20170329.csv,Calibration coefficients were modified,2017-08-07 15:29,2018-06-11 19:36,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GI03FLMB-RIS01-05-FLORTD000) were incorrect for all of deployment 4 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 4 for the time range 2017-08-07 15:29 to 2018-06-11 19:36 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01318__20170329.csv.
Coastal Pioneer NES,Inshore Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,CP03ISSM-RID27-02-FLORTD000,CGINS-FLORTD-01318,BBFL2W-1318,11,-9999999,CGINS-FLORTD-01318__20180928.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01318__20180928.csv,Calibration coefficients were modified,2019-09-26 13:50,2020-11-01 13:16,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP03ISSM-RID27-02-FLORTD000) were incorrect for all of deployment 11 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 11 for the time range 2019-09-26 13:50 to 2020-11-01 13:16 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01318__20180928.csv.
Coastal Pioneer NES,Offshore Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,CP04OSSM-RID27-02-FLORTD000,CGINS-FLORTD-01318,BBFL2W-1318,14,-9999999,CGINS-FLORTD-01318__20210122.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01318__20210122.csv,Calibration coefficients were modified,2021-10-30 20:10,2022-04-12 12:17,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP04OSSM-RID27-02-FLORTD000) were incorrect for all of deployment 14 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 14 for the time range 2021-10-30 20:10 to 2022-04-12 12:17 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01318__20210122.csv.
Global Irminger Sea,Flanking Subsurface Mooring A,Mooring Riser,3-Wavelength Fluorometer: FLORT Series D,GI03FLMA-RIS01-05-FLORTD000,CGINS-FLORTD-01318,BBFL2W-1318,10,-9999999,CGINS-FLORTD-01318__20220913.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01318__20220913.csv,Calibration coefficients were modified,2023-09-05 14:56,2024-06-25 13:54,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GI03FLMA-RIS01-05-FLORTD000) were incorrect for all of deployment 10 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 10 for the time range 2023-09-05 14:56 to 2024-06-25 13:54 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01318__20220913.csv.
Global Southern Ocean,Apex Surface Mooring,Surface Buoy,3-Wavelength Fluorometer: FLORT Series D,GS01SUMO-SBD12-02-FLORTD000,CGINS-FLORTD-01319,BBFL2W-1319,2,-9999999,CGINS-FLORTD-01319__20150710.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01319__20150710.csv,Calibration coefficients were modified,2015-12-14 20:20,2016-12-12 07:58,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GS01SUMO-SBD12-02-FLORTD000) were incorrect for all of deployment 2 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 2 for the time range 2015-12-14 20:20 to 2016-12-12 07:58 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01319__20150710.csv.
Global Irminger Sea,Flanking Subsurface Mooring A,Mooring Riser,3-Wavelength Fluorometer: FLORT Series D,GI03FLMA-RIS01-05-FLORTD000,CGINS-FLORTD-01319,BBFL2W-1319,5,-9999999,CGINS-FLORTD-01319__20170320.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01319__20170320.csv,Calibration coefficients were modified,2018-06-10 13:59,2019-08-11 08:25,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GI03FLMA-RIS01-05-FLORTD000) were incorrect for all of deployment 5 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 5 for the time range 2018-06-10 13:59 to 2019-08-11 08:25 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01319__20170320.csv.
Coastal Pioneer NES,Inshore Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,CP03ISSM-RID27-02-FLORTD000,CGINS-FLORTD-01319,BBFL2W-1319,13,-9999999,CGINS-FLORTD-01319__20200401.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01319__20200401.csv,Calibration coefficients were modified,2021-04-02 20:47,2021-11-11 19:30,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP03ISSM-RID27-02-FLORTD000) were incorrect for all of deployment 13 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 13 for the time range 2021-04-02 20:47 to 2021-11-11 19:30 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01319__20200401.csv.
Global Irminger Sea,Flanking Subsurface Mooring A,Mooring Riser,3-Wavelength Fluorometer: FLORT Series D,GI03FLMA-RIS01-05-FLORTD000,CGINS-FLORTD-01319,BBFL2W-1319,9,-9999999,CGINS-FLORTD-01319__20220105.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01319__20220105.csv,Calibration coefficients were modified,2022-07-03 13:45,2023-09-09 10:00,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GI03FLMA-RIS01-05-FLORTD000) were incorrect for all of deployment 9 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 9 for the time range 2022-07-03 13:45 to 2023-09-09 10:00 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01319__20220105.csv.
Global Southern Ocean,Apex Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,GS01SUMO-RID16-02-FLORTD000,CGINS-FLORTD-01320,BBFL2W-1320,2,-9999999,CGINS-FLORTD-01320__20150707.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01320__20150707.csv,Calibration coefficients were modified,2015-12-14 20:20,2016-12-12 07:58,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GS01SUMO-RID16-02-FLORTD000) were incorrect for all of deployment 2 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 2 for the time range 2015-12-14 20:20 to 2016-12-12 07:58 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01320__20150707.csv.
Global Irminger Sea,Flanking Subsurface Mooring B,Mooring Riser,3-Wavelength Fluorometer: FLORT Series D,GI03FLMB-RIS01-05-FLORTD000,CGINS-FLORTD-01320,BBFL2W-1320,5,-9999999,CGINS-FLORTD-01320__20170320.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01320__20170320.csv,Calibration coefficients were modified,2018-06-11 14:35,2019-08-10 12:09,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GI03FLMB-RIS01-05-FLORTD000) were incorrect for all of deployment 5 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 5 for the time range 2018-06-11 14:35 to 2019-08-10 12:09 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01320__20170320.csv.
